,city,state,date_time,shape,duration,stats,text,city_latitude,city_longitude,month,season
2149,Cincinnati,OH,2022-10-24T07:00:00,circle,3 minutes,"Occurred : 10/24/2022 07:00  (Entered as : 10/24/2022 7:00 AM) Reported: 10/24/2022 1:28:55 PM 13:28 Posted: 12/22/2022 Location: Cincinnati, OH Shape: Circle Duration: 3 minutes Characteristics: There were lights on the object, There was an aura or haze around the object, There were electrical or magnetic effects","I was taking time lapses of sunrise when I notice a bright light come out of one cloud and float to another 
 
I was taking a time lapse of the sunrise and I noticed a bright light leave one cloud and hover to another at speeds and in a weird way of moving unlike an aero plane and it disappeared. I cannot find it any of previous or post time lapses or 
Pictures",39.177988417987706,-84.48937313706459,10,Fall
83398,Saranac Lake,NY,2012-01-11T18:30:00,formation,10 seconds,"Occurred : 1/11/2012 18:30  (Entered as : 01/12/12 18:30) Reported: 1/11/2012 8:52:55 PM 20:52 Posted: 1/12/2012 Location: Saranac Lake, NY Shape: Formation Duration: 10 seconds Characteristics: There were lights on the object","Was driving, saw 7-10 very bright lights in a curved row, all evenly spaced, then half of the lights disappeared one by one, reappeared one by one, then finally all disappeared one by one. 
 
",44.3241,-74.1312,01,Winter
94150,Napa,CA,2014-03-04T21:40:00,unknown,60 seconds,"Occurred : 3/4/2014 21:40  (Entered as : 03/04/14 21:40) Reported: 3/4/2014 10:16:24 PM 22:16 Posted: 3/18/2014 Location: Napa, CA Shape: Unknown Duration: 60 seconds Characteristics: There were lights on the object, The object made a sound","Large flying object in the dark sky 3 mi east of Napa, CA.  Appeared to be dark, and had 4-6 red flashing lights; no other lights observed.   
 
Made the sound close to that of a jet turbine but quieter.   
 
Estimated cloud ceiling at no more than 10k'.   
 
At initial sighting facing south, lights were on a south to north track, then turning gently and heading due east just south of Mt. George in the direction of Travis AFB. 
 
Observer is a professional mariner with 25 years experience, well versed in observing relative motion of 1200'+ ships. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous.  PD))",38.4074718875502,-122.264,03,Spring
94765,Norwich,CT,2014-04-20T22:00:00,rectangle,10 seconds,"Occurred : 4/20/2014 22:00  (Entered as : 4/20/14 22:00) Reported: 4/20/2014 7:44:32 PM 19:44 Posted: 4/24/2014 Location: Norwich, CT Shape: Rectangle Duration: 10 seconds","Wow. 
 
I was sitting on my roof observing the night sky like i usually do, when out of nowhere a rectangular object dashed across the sky.  
 
It made no sound, and appeared to be fairly close to the ground.",41.5362,-72.0833,04,Spring
116728,Sioux Falls,SD,2016-11-11T21:00:00,circle,3-4 seconds,"Occurred : 11/11/2016 21:00  (Entered as : nov 11 21:00) Reported: 12/23/2016 10:06:24 AM 10:06 Posted: 12/30/2016 Location: Sioux Falls, SD Shape: Circle Duration: 3-4 seconds Characteristics: There was an aura or haze around the object","Cloaked spacecraft?  Something hidden in a cloud? 
 
I went outside on the deck to have a cigarette like I normally do at night.  I'm always looking into the sky in hopes of seeing a meteor which is quite common, sometimes several each night.  This night was different. 
 
Out of the corner of my right eye (north) I'm facing west, I see a blur.  I will do my best to describe it...it was circular in shape, very large and very high, no noise, and moved incredibly fast in a straight line.  The only thing I can think of is it had a type of cloaking device b/c basically, it looked like a very fast moving circular cloud.   
 
I tried to discount it as a comet, couldn't be-no tail, cloud remained in perfect shape as it sped from the north to the south across the sky and what looked like into space.  I believe it WAS in our atmosphere and than moved into space out of sight.  I've never seen anything move so fast in my life...and I was Air Force.  No lights, crossed the horizon and into space in less than 3-4 seconds. 
 
 
((NUFORC Note:  Source of report indicates that the date of the incident is approximate.  PD))",43.52851947483589,-96.73377899343544,11,Fall
105498,Oak Lawn,IL,2015-11-07T19:15:00,light,7 seconds,"Occurred : 11/7/2015 19:15  (Entered as : 11/07/2015 19:15) Reported: 11/7/2015 5:07:33 PM 17:07 Posted: 11/19/2015 Location: Oak Lawn, IL Shape: Light Duration: 7 seconds","Helicopter Chasing White Light. This is the 2nd time reporting this. 5/8/2012 now 11/7/2015 
 
I was in the drive thru at the second window at Burger King waiting for my order.  I saw a helicopter with a red blinking light following a small white light that wasn't blinking going over 95th St.  It looked to be going towards the town Crestwood.  This is the second time I have seen this.  The last time I have seen this I reported it on May 8, 2012. I could hear the helicopter this time.  It looked like as if the white small non blinking light was about 2 helicopters ahead of the helicopter. It was right on it's tail.  I would of gone after it to try to see more but I was waiting for my order.  I also saw a helicopter before going to Burger King with a Red blinking light and it had it spot light pointing down.  This helicopter looked to be going towards the town Crestwood too. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",41.7124,-87.7478,11,Fall
130787,Pearl,MS,2020-11-13T07:26:00,light,5,"Occurred : 11/13/2020 07:26  (Entered as : 11/13/20 7:26) Reported: 11/13/2020 6:05:16 PM 18:05 Posted: 12/23/2020 Location: Pearl, MS Shape: Light Duration: 5 Characteristics: There was an aura or haze around the object","Green sphere seen in Pearl, Ms 
 
bright green glowing ball with a kind of whiteish haze around it. Hesitated then shot off and disappeared into the distance",32.26060405405405,-90.09036351351352,11,Fall
95613,Riverdale,IL,2014-04-10T21:00:00,disk,3:19,"Occurred : 4/10/2014 21:00  (Entered as : 04/10/14 21:00) Reported: 4/11/2014 7:32:05 AM 07:32 Posted: 4/11/2014 Location: Riverdale, IL Shape: Disk Duration: 3:19 Characteristics: There were lights on the object","Bright light saucer like object 
 
At 2:40 in the video a bright saucer like object fly in from the left of the screen and hovers then fly back and fourth and up and down multiple times before flying off the movement and speed of the object was not airplane like and u can clearly see it was under some intelligent control here is the link to my video   
 
http://youtu.be/3Ox-DlFznTQ",41.6519,-87.622,04,Spring
82441,Hollywood,CA,2012-03-04T03:00:00,other,5 minutes,"Occurred : 3/4/2012 03:00  (Entered as : 3/4/2012 3:00) Reported: 3/4/2012 4:00:02 AM 04:00 Posted: 3/13/2012 Location: Hollywood, CA Shape: Other Duration: 5 minutes Characteristics: There was an aura or haze around the object","This was an indisputable moving creature of sorts in the sky, not machinery, and definitely not man made or controlled.  Calculated. 
 
Standing with my neighbor out front we at first witnessed 1 object about 75-100ft above (glowing like an ember) that moved like and most resembled a serpent or eel in its movement through the sky.  It then, in a whip like motion formed a loose warping circle which shot off at extremely high speeds to the SE Horizon.  
 
In the clamor of seeing the first one we were interrupted by a second one directly above us.  This time we could make out clearly that this was no machine, nor flying craft of any sort.  This was a flying ‘essence’ if you will. It glowed like a burning ember, when moving not as a circle mimic the movement of that of a snake swimming, and each was approximately 30 ft long  (and each formed into about a 15'circle).  
 
After being directly above it shot past horizon viewpoint within minutes.  
 
I reported it to local news, as did all of the other witnesses.",34.086600000000004,-118.34035,03,Spring
76392,Niceville,FL,2012-03-18T22:00:00,fireball,2 minutes,"Occurred : 3/18/2012 22:00  (Entered as : 03/18/12 22:00) Reported: 3/19/2012 2:02:44 PM 14:02 Posted: 5/13/2012 Location: Niceville, FL Shape: Fireball Duration: 2 Minutes","Amber colored silent spherical fireball rising from tree line then moving north east, seen by 2 people. 
 
19 March, 2012  On the evening of March 18th I had just returned from Sunday night Mass.  I got home at approximately 1930 hours and decided to take my Boxer dog Raja for a walk.  We walk a big loop of about 1.25 miles.  Toward the end of our walk in Niceville Florida we were coming down the hill on 27th street just past the Mormon Church.  We were coming from the east and facing west. 
 
About one hundred yards before reaching the corner of 27th Street and South Cedar Street I suddenly saw a large ball of fire rise from the tree line.  I continued walking toward it assuming it was a small airplane from the aero club on Eglin AFB.  However, I began to notice it was just hovering there silently—perhaps about one thousand feet or so above the tree line.  It was amber in color and just a big ball of pulsating light. It didn’t blink in or out—but pulsed. 
 
I have worked on aircraft for 31 years for the federal government.  I also hold an FAA A&P mechanic’s license. I have seen many things in 31 years on flight lines all around the world. But I never saw anything like this. 
 
What struck me was that this thing rose suddenly out of the tree line and hovered for a minute. It was completely silent. It had no standard aircraft lighting, no wing tip lights, no anti-collision or beacon light, nothing but its pulsating amber color. 
 
After hovering for a minute it turned toward the north east and moved slightly faster than a small propeller aircraft, but much faster than a blimp could go. I believe it was between one or two thousand feet in altitude. As it moved north east it began to shrink down to about half its original size. I lost sight of it behind a large oak tree hanging over South Cedar Street a couple hundred yards to my right. I walked briskly in that direction but by the time I got there it had disappeared from the sky. 
 
It flew at about a 45 degree angle when it cut across south cedar heading north east. I know it went past the high school on John Sims Boulevard (Highway 20) before it disappeared. As bright as it was it seemed as if it held all its light internally. There was no light reflection on the pavement—even though at 22:00 hours it was completely dark outside. 
 
An elderly lady was sitting in a lawn chair on her porch at the corner of South Cedar and 27th Street. When I saw her I asked, “What is that?” She said I don’t know but it rose up from the tree line. I told her it’s not an aircraft because it’s completely silent. She said “maybe the base is experimenting with something.”  I said I don’t think so. I work out there and have never seen anything like that.” She then said, “Well two of us saw it.” That’s when I went north on South Cedar Street chasing after the silent light. When I came back the elderly women had gone inside. The object initially appeared about one third the size of a full moon. It hovered for about one minute and was visible for maybe one more minute after it shrunk to about half its original size and headed north east.",30.515,-86.4844,03,Spring
112751,Reno,NV,2016-07-27T21:39:00,other,10 seconds,"Occurred : 7/27/2016 21:39  (Entered as : 7/27/2016 21:39) Reported: 7/27/2016 9:58:09 PM 21:58 Posted: 8/2/2016 Location: Reno, NV Shape: Other Duration: 10 seconds Characteristics: There were lights on the object, The object left a trail","Bright, west to east flight over Reno airport, craft with ""tail"" of something not as bright as fire. 
 
Flying west to east, appeared to fly towards Reno International Airport but too high for landing approach. craft of some sort had a ""tail"" that appeared to be like a fire tail, but not that bright.  Seems to be twisting somewhat, slow like an aircraft. but the ""tail"" made it appear not like an aircraft. 
 
 
((NUFORC Note:  Space debris.  PD))",39.488261177007296,-119.79257039233578,07,Summer
116894,Glendale,AZ,2016-12-01T18:52:00,light,8 seconds,"Occurred : 12/1/2016 18:52  (Entered as : 12/01/2016 18:52) Reported: 12/1/2016 6:35:34 PM 18:35 Posted: 12/5/2016 Location: Glendale, AZ Shape: Light Duration: 8 seconds","Fastest light i've ever seen move in the sky with no trail behind it. 
 
Direction; South west to North east I'd say crossing the I17 between Dunlap (SW) and cactus(NE).  A slight swaying motion was observed as well as one solid blue/white light.  I was going to the patio, opened the door, looked up and before my foot touched concrete, i watched it fly over top and disappear in a fraction of a second.  just like lord helmet in Space Balls said, ludicrous speed.",33.57951360201511,-112.19445289672544,12,Winter
78981,Kendallville,IN,2012-08-07T23:00:00,sphere,4-5 minutes,"Occurred : 8/7/2012 23:00  (Entered as : 08/07/2012 23:00) Reported: 8/7/2012 9:19:52 PM 21:19 Posted: 8/19/2012 Location: Kendallville, IN Shape: Sphere Duration: 4-5 minutes Characteristics: There were lights on the object, The object changed color, There were aircraft in the vicinity or aircraft chasing the object","Two spheres spotted in northern Indiana. 
 
I stepped outside to check my Internet antenna, looked up and saw a bright sphere to the north of my property moving west to east.  It moved under/through the constellation Cassiopea.  The object was moving around the same speed as an airplane but was wobbling erratically, appearing to change direction on numerous occasions.  After around two minutes, a second smaller sphere appeared and seemed to be orbiting around the first object for about 15 seconds then disappeared.  The sphere continued to move east and vanished into the clouds/horizon.",41.4477,-85.2609,08,Summer
106450,Hagerstown,MD,2015-10-22T20:30:00,oval,8 minutes,"Occurred : 10/22/2015 20:30  (Entered as : 10/22/15 20:30) Reported: 10/22/2015 10:11:33 PM 22:11 Posted: 10/29/2015 Location: Hagerstown, MD Shape: Oval Duration: 8 minutes Characteristics: There were lights on the object","Low and slow flying object with white lights and about 3 red lights on the front? 
 
On Thursday Oct. 22,2015 at around 8:15pm. I was mowing and saw a low flying object that had about 3 red lights and also white lights on the front ( it appeared round? ).  Flying over the South Mountain range from Smithsburg, MD, towards Hagerstown/Frederick area.  This is actually the second time I have seen a UFO in this area. The first time was about almost a year ago and I happened to see bright lights while I was driving and as I quickly looked up I saw it was hovering over a house ( very low in the sky).  I could not hear any noise from it. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",39.6414,-77.72563146067415,10,Fall
76465,Needville,TX,2012-11-21T19:30:00,fireball,5 minutes,"Occurred : 11/21/2012 19:30  (Entered as : 11/21/12 19:30) Reported: 12/2/2012 8:04:12 PM 20:04 Posted: 12/20/2012 Location: Needville, TX Shape: Fireball Duration: 5 minutes Characteristics: There were lights on the object, There was an aura or haze around the object, The object changed color","Two fireballs type objects witnessed moving slowly with no tail. 
 
November 21 - We were outside at BBQ about 8:30 at night and noticed a red ball of light slowly moving south to north across sky.  It was not very high, made no sound, and had no tail.  It almost appeared to be in flames and pulsing.  It began to climb higher and higher until it finally disappeared. About 10 seconds later the exact same thing came across the sky traveling the same path and disappeared.  Three families were outside and witnessed this with us. 
 
December 1 -  We saw the same thing as on November 21 on December 1. Exact same time in evening and same two type of objects with 10 second delay between the objects appearing. We were able to capture it this time on camcorder - when we zoomed in on object it looks like red pulsing orb.",29.4102,-95.8316,11,Fall
102881,Centralia,WA,2015-06-15T21:30:00,light,ongoing,"Occurred : 6/15/2015 21:30  (Entered as : 6/15/15 21:30) Reported: 6/16/2015 12:49:36 AM 00:49 Posted: 6/19/2015 Location: Centralia, WA Shape: Light Duration: Ongoing Characteristics: There were lights on the object, The object left a trail, There was an aura or haze around the object, The object emitted other objects, The object emitted beams, The object changed color","Right after the sun goes down, lights appear in sky towards the west.  I used camara on phone to look at lights and they continuously move about never staying in one spot for very long.  These same lights have been there for over week now.  I videotaped them whith phone camara.  They don't move unless you see them on screen of phone camara.  Have videotaped lights being shot out rear of the lights.  I can see lights better with phone camara.  Have  taken numerous pictures of lights moving so fast they change course and flash different colors. 
 
((NUFORC Note:  Venus and Jupiter?  PD))",46.725,-122.9677,06,Summer
103069,Blackwood,NJ,2015-06-01T03:00:00,flash,15 minutes,"Occurred : 6/1/2015 03:00  (Entered as : 5/1/2015 3:00) Reported: 6/1/2015 12:38:55 AM 00:38 Posted: 6/5/2015 Location: Blackwood, NJ Shape: Flash Duration: 15 minutes","Blue lighted flashing, large UFO. 
 
7 times the sky lighted up in flashes of blue.  I first noticed it outside my window, then, terrified, I went to my window and saw it appear then disappear.   
 
I am truly scared.  I went and got my bf to come watch with me.  He thought I was nutz, until he saw it too!   
 
It wasn't the first time I saw a ufo.  I seen a triangle red lighted one before about a year ago.   
 
But this particular one put fear in my heart.  I don't think I'll be sleeping tonite.   
 
In the last flash I saw it change from blue to purple.  It was very big in size and appeared to be very close.  It was right over the lake above the trees. 
 
 
((NUFORC Note:  We assume that the sighting occurred on June 1st, not May 1st, as indicated by the source of the report.  Witness elects to remain totally anonymous, and provides no contact information.  PD))",39.7897,-75.0355,06,Summer
82151,Jacksonville Beach,FL,2012-08-18T23:00:00,fireball,1 minute,"Occurred : 8/18/2012 23:00  (Entered as : 08/18/12 23:00) Reported: 8/19/2012 1:54:48 PM 13:54 Posted: 8/19/2012 Location: Jacksonville Beach, FL Shape: Fireball Duration: 1 minute Characteristics: The object landed","Orange ball of light moving south to north over the ocean at extreme speed then disappeared.   
 
Reappeared to the south again and seemed to land in the ocean.   
 
No ships visible.   
 
Could not have been a flare due to movement. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",30.2801,-81.4165,08,Summer
2311,Topeka,KS,2020-01-05T02:30:00,light,never stopped,"Occurred : 1/5/2020 02:30  (Entered as : 01/05/2020 2:30) Reported: 1/5/2020 1:03:53 AM 01:03 Posted: 2/7/2020 Location: Topeka, KS Shape: Light Duration: Never stopped",I've seen UFOs before but this was different!  It wasnt the satelites everyone is seeing either!  I walked outside to go to the store and looked up at the stars like normal.  I looked at orions belt and continued to look northwest when I noticed a small group of stars.  Normally it takes a minute for your eyes to play tricks on you when watching the stars yet right away I could see them!  These lights were flashing all around these stars!  These lights seemed to jump huge distances in less than .5 seconds.  It seemed as if lights were being shot out of other lights and then would bounce around.  I wish I was intelligent enough to explain bettet what I saw!,39.03880728476821,-95.69556456953642,01,Winter
98308,Sonoma,CA,2014-11-27T20:00:00,light,9 minutes,"Occurred : 11/27/2014 20:00  (Entered as : 11/27/14 20:00) Reported: 11/27/2014 10:38:49 PM 22:38 Posted: 12/5/2014 Location: Sonoma, CA Shape: Light Duration: 9 minutes Characteristics: The object emitted beams","A powerful blue beam of light 20 to 30 miles long at least with a very slow rotation. It was not coming from the ground. 
 
I walked outside and saw a long blue light at least 20 to 30 miles long unlike anything I have ever seen.  I appeared to be coming from the sky and rotated very slowly.  This light was definitely not the type you'd see from a movie premiere.   
 
My mom who is not a believer in anything extraterrestrial was shocked and amazed and without words.",38.2828,-122.4677,11,Fall
96902,Mobile,AL,2015-01-17T20:25:00,light,6-7 seconds,"Occurred : 1/17/2015 20:25  (Entered as : 01/17/15 20:25) Reported: 1/17/2015 7:05:59 PM 19:05 Posted: 1/26/2015 Location: Mobile, AL Shape: Light Duration: 6-7 seconds Characteristics: There was an aura or haze around the object","A very, very bright round light appeared in the sky, way above the tree line, and it rapidly starting descending, rapidly, so fast, faster than I have ever seen in my life.   
 
It shot down, then disappeared out of the sky.   
 
The most bizarre strange light I have ever seen. 
 
 
((NUFORC Note:  Witnesses elects to remain totally anonymous; provides no contact information.  PD))",30.67290954954955,-88.15823621621622,01,Winter
80793,Myrtle Beach,SC,2012-10-24T20:30:00,light,30 seconds,"Occurred : 10/24/2012 20:30  (Entered as : 10/24/12 20:30) Reported: 10/24/2012 6:27:46 PM 18:27 Posted: 10/30/2012 Location: Myrtle Beach, SC Shape: Light Duration: 30 seconds Characteristics: There were lights on the object","Bright orange lights appeared above the horizon, only to disappear, then reappear in formation.  Lasted about 30 seconds. 
 
A bright orange light appeared just above the horizon (12 o'clock position), facing east, towards the ocean from Highway 17 Business in Restaurant Row.  It disappeared.   
 
No sooner than it disappeared, another bright orange light appeared (2 o'clock position).  If this was a plane, there was no way it could have traveled across the sky to reach this new location in that short of a time span.  The 2nd orange light disappeared.   
 
Within a few seconds another bright orange light appeared above the last position. I had to look up to see this third bright orange light.  No way for a helicopter or a plane to make such a vertical ascent in only a few short seconds.  This third light also vanished.   
 
At this time all 3 witnesses (myself and 2 co-workers) are watching this unfold.  After the third light vanished, in roughly the same position, 4 bright orange lights appeared in a perfectly straight horizontal line, side by side.  This lasted only a couple of seconds unti! l they slowly faded out, one at a time, from left to right.   
 
We cannot explain this.  As far as all 3 witnesses are concerned, this was not any type of plane, helicopter, hot air balloon, or aerial vessel that we have ever seen.  There was no sound, nor did they move in any direction once the lights appeared.   
 
They simply appeared and then vanished, only to reappear in different spots, and then as a whole formation at the end.  This entire process lasted about 30 seconds.",33.71258733572282,-78.93877275985663,10,Fall
672,New York,NY,2013-05-04T03:15:00,fireball,25 seconds,"Occurred : 5/4/2013 03:15  (Entered as : 5/4/2013 03:15) Reported: 5/4/2013 12:56:36 AM 00:56 Posted: 12/22/2022 Location: New York City (Queens), NY Shape: Fireball Duration: 25 seconds Characteristics: The object left a trail, The object emitted other objects","Observed bright band of bursting light stream across the sky. It was moving in a direction from nne to ssw.  The band of streaking light was bright enough to see clearly through the light polution of new york sky. Similar to what atlantis crash look like. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",40.75256378421113,-73.9844567179912,05,Spring
122849,Kelseyville,CA,2018-07-20T22:10:00,unknown,5 minutes,"Occurred : 7/20/2018 22:10  (Entered as : 07/20/18 22:10) Reported: 7/22/2018 3:45:17 AM 03:45 Posted: 8/10/2018 Location: Kelseyville, CA Shape: Unknown Duration: 5 minutes Characteristics: There were lights on the object, Animals reacted to the event","Unknown craft with white and green lights traveling east to west. 
 
Saw a super bright white light with a green light in the rear traveling slowly east to west around 1,500 ft.  Couldnt see the shape and made Zero noise.  It also made every dog in the neighborhood bark.",38.94210000000001,-122.7777,07,Summer
127418,Montebello,CA,2020-04-16T21:00:00,unknown,15 minutes,"Occurred : 4/16/2020 21:00  (Entered as : 4/16/20 21:00) Reported: 4/16/2020 10:01:09 PM 22:01 Posted: 5/15/2020 Location: Montebello, CA Shape: Unknown Duration: 15 minutes Characteristics: There was an aura or haze around the object, There were aircraft in the vicinity or aircraft chasing the object",OK as I looked up I know what satellites look like when I spot one in the sky and how fast they're moving and how they do not look like aircraft that are blinking these were going at an extremely fast pace 1 after another and then look to me like military jets were actually chasing them and then more followed and then more followed.  It was not the SPACEX lights it was something else,34.011,-118.1145,04,Spring
120121,Pensacola,FL,2018-06-07T01:45:00,other,10 minutes,"Occurred : 6/7/2018 01:45  (Entered as : 06/07/18 01:45) Reported: 6/13/2018 9:06:38 PM 21:06 Posted: 6/15/2018 Location: Pensacola, FL Shape: Other Duration: 10 minutes Characteristics: There was an aura or haze around the object, The object emitted other objects, The object emitted beams, The object changed color","A luminous unknown object hovered over the trees, and released a separate craft before disappearing into a fog. 
 
Pensacola, Florida, June 7,  201,8 1:45-1:55 am  I was at the intersection of US98 and S 72nd Ave, facing south at the traffic light. 
 
I saw a light behind the traffic light, and ignored it because it resembled a spot light on a helicopter, and there's much military and civilian air traffic due to nearby bases and airports. 
 
I looked again, while waiting for the green light, and noticed the distant object hadn't moved, and didn't have strobe or nav lights.  I squinted to see it better and realized it was a very strange object.  It was about 30° or less off of the horizon, and just west of due south from my location. 
 
I turned right instead, to get closer to the object. I pulled into a parking lot at 7575 W Hwy 98, and was directly north of the object.  The area it was over was mostly wooded, I was afraid if i drove any closer I might miss it. 
 
At this point it was nearly 45-60° overhead, and was extremely bright.  It was the size of a fingernail at arm's length, it was a clear sky and no reference point made it difficult to discern the size.  My best guess is that it was a 1-2 thousand feet away, and appeared to be between the size of a car and a bus, but i really don't know for sure.  It was ""smaller"" than a full moon, maybe 60% of that size. 
 
I jumped out of the car and immediately took a cell phone video, but could see the aperture was too small on the cheap camera and there wasn't enough light to see it on the screen.  I tried taking several unsuccessful still shots, but it was still too dim/small, and didn't show up.  I gave up after 3 shots, and focused instead on observing the object. 
 
It wobbled around, much like a top but very small movements.  It also seemed tethered because it stayed in one spot while wobbling. 
 
The colors were hard to determine because of the luminosity of the surface, and also there were dark areas that seemed to indicate it was rotating.  It was mostly yellow/orange/pink, the dark areas seemed blue or green, but they were distant and moving. 
 
It was shaped almost exactly like a queen's crown, it was rounded like a muffin on top, but had a ring underneath, like the headband on a crown.  There may have been something on top, like a point, or it may have been light glare from the object.  The dark areas were on the sides, like panels or windows. 
 
I considered it may have been a Chinese lantern, or maybe a quad copter, or some type of prank drone. 
 
It was totally silent, I have heard how noisy drones typically are. 
 
I started to shout at it after a minute or two, to see if it would do anything.  Maybe a minute later, a very bright red light just appeared on the 10:00 position of the object, it was a pinpoint of intense really red light.  Astonished, I began to flash my phone flashlight off and on at the object. 
 
The red light ""grew"" upwards into a equally bright red line, like a car antenna popping up.  The line was no bigger than the object itself.  It remained a line for maybe 30-60 seconds.  Afterwards, it retracted upwards to return to a single point of light, now with more space between the original object and the red light, but still very close. 
 
It remained stationary, when suddenly the objects drifted south.  As the objects started to move they looked like they went into a thick, invisible fog.  There was no cloud, they just vanished/faded into a smoky oblivion.  The entire process was about 10 minutes or less.",30.45103896353167,-87.24911285988483,06,Summer
77536,Coconut Creek,FL,2012-09-08T05:00:00,triangle,1 minute,"Occurred : 9/8/2012 05:00  (Entered as : 09/08/12 5:00) Reported: 9/9/2012 8:16:08 PM 20:16 Posted: 9/24/2012 Location: Coconut Creek, FL Shape: Triangle Duration: 1 minute","JUST SAW THREE BIG WHITE LIGHTS MOVING IN A TRIANGLE FORMATION AT 5:00 AM.  IT WAS TOO DARK TO SEE AN OBJECT JUST THE LIGHTS.  THE SKY WAS BEAUTIFUL AND THERE WAS A STAR VERY CLOSE TO THE MOON. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",26.2832,-80.1798,09,Fall
60404,Venice,CA,2010-10-23T19:45:00,chevron,3 second,"Occurred : 10/23/2010 19:45  (Entered as : 10/23/10 19:45) Reported: 10/28/2010 3:01:02 PM 15:01 Posted: 11/21/2010 Location: Venice, CA Shape: Chevron Duration: 3 Second Characteristics: There were lights on the object","I was coming out of my house, Walking to the garage, to lock it up for the night.  I was looking up, North East. Five Light in V Shape in line soft light. Its was a Full Moon.Now, it went in front of Santa Monica Airport. 
 
Must being flying about 200 ft. Flying from Santa Monica, east part of Venice headed southeast thur Culver City Now there must be some one working at the Control  Tower at Santa Monica Airport. The Tower Closed at 21:00 Hours. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides little contact information.  PD))",33.9955,-118.4644,10,Fall
73199,Columbus,OH,2011-07-13T22:25:00,other,20-30 seconds,"Occurred : 7/13/2011 22:25  (Entered as : 07/13/11 22:25) Reported: 7/13/2011 8:29:00 PM 20:29 Posted: 7/17/2011 Location: Columbus, OH Shape: Other Duration: 20-30 seconds Characteristics: There were lights on the object, The object changed color, There were aircraft in the vicinity or aircraft chasing the object","Amber fire lantern over midtown Clintonville in Columbus, Ohio hovers for 10 seconds then quickly disappears into the sky 
 
I was driving, heading south when I looked up into the sky around 10:25pm to see what looked like a amber tinted amorphus shape hollow globe with a light eminanting from within it.  It looked like the body of a jelly fish or a fire lantern but not of rigid construction in that the shape was flowing and changing but always stayed hollow.  At one point it looked like a sail was flowing on the top. There was a light situated in the base that changed in intensity, size and color randomly and sporatically.  The glow of the light at the base illuminated the inside of the globe.  It hovered slightly at the altitude of a high flying hot air ballon, floating much like one, slowly accending.  It did not seem to make any mechanical noises.  It did this for about 10 seconds.  The globe then began to ascend up and in a south westerly direction until it was just a redish rising spec and then it disappeared completely up into the night sky. It took less than 10 seconds to ascend to nothingness.  Area is an approach for the Columbus airport but the object was clearly not an airplane.  Airplanes were flying, cicrling for approach even in the immediate vacinity when the object was observed.",39.99382762603116,-82.98248417965169,07,Summer
118252,Lake City,FL,2017-10-24T23:30:00,light,5 minutes,"Occurred : 10/24/2017 23:30  (Entered as : 10/24/17 23:30) Reported: 10/24/2017 9:03:06 PM 21:03 Posted: 11/3/2017 Location: Lake City, FL Shape: Light Duration: 5 minutes Characteristics: There were lights on the object",Blinking light traveling South to North while changing altitude and moving left and right erratically and much faster than any man made aircraft is capable of !,30.176662992125983,-82.64592519685038,10,Fall
95931,Seattle,WA,2014-02-26T13:00:00,triangle,5 minutes,"Occurred : 2/26/2014 13:00  (Entered as : 02/26/14 13:00) Reported: 2/27/2014 9:28:46 AM 09:28 Posted: 2/27/2014 Location: Seattle, WA Shape: Triangle Duration: 5 minutes Characteristics: There were lights on the object, There was an aura or haze around the object, The object emitted beams","((NUFORC Note:  Witness provides no information.  Photos are of a colorful ""sun dog,"" which is diffracting sunlight.  PD))",47.60567891170866,-122.33084005928434,02,Winter
68268,Sacramento,CA,2010-06-05T23:32:00,light,20 seconds,"Occurred : 6/5/2010 23:32  (Entered as : 06/05/10 23:32) Reported: 6/5/2010 11:48:21 PM 23:48 Posted: 6/10/2010 Location: Sacramento, CA Shape: Light Duration: 20 seconds Characteristics: There were lights on the object, There was an aura or haze around the object, The object changed color","A light that, at first, appeared to be a star, suddenly flashed several colors and  flew away from the Earth until it disappeared. 
 
In the West Southwest sky, southwest of Spica in the Virgo constellation, between Virgo and Hydra, I saw a light in the sky that appeared to be a star.  Moments later, the star began changing colors from yellowish-white to red to blue and flashing excitedly, briefly got brighter, then it appeared to began moving away from the Earth at what I can only assume was a surprising fast rate of speed.  The light grew smaller and smaller until finally is disappeared.  There appeared to be a faint haze around where the lights had been.  The movement away from the Earth was very fast and took only moments. This entire event took only 20-25 seconds. 
 
I am a 50 years old man, a college-educated music teacher and music director, and married to my husband for nearly five years.  I have five children and 10 grandchildren.  I have lived in Sacramento since 1976.  I have never before experienced anything like this.  I am a man of faith, but not religious.  I am fairly healthy physically and very healthy mentally.",38.576237102734666,-121.44233422025128,06,Summer
